user,churn,age,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred,R,na,Monthly,Semi-Monthly,Weekly,na_payment_type,credit_score
4782,0,45.0,1,0,110,1,0,175,0,0,11,1,1,1,1,0,2,0,0,0,0,0,0,1.53,1,0,1,0,0,0,0,607.0
6255,0,39.0,0,0,4,0,0,207,0,0,21,1,0,0,1,0,0,0,0,0,0,1,0,1.97,1,0,1,0,0,0,0,644.0
25977,1,30.0,0,0,0,0,1,21,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0.77,0,0,1,0,0,0,0,586.0
38615,1,25.0,0,0,3,0,0,70,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0.83,1,1,0,0,0,0,0,525.0
32862,0,53.0,0,0,31,0,0,108,0,0,30,1,1,1,1,0,0,0,0,0,0,0,0,0.6,1,0,1,0,0,0,0,610.0
32061,0,30.0,1,0,32,1,0,70,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0.3,1,0,1,0,0,0,0,573.0
62274,0,54.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,554.0
31195,0,41.0,0,0,13,0,0,45,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,0,0,564.0
47661,0,39.0,29,0,36,28,0,145,0,0,24,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,563.0
34243,0,34.0,0,0,0,0,0,237,0,0,21,1,1,1,0,1,0,0,0,0,0,1,0,2.23,0,1,0,0,0,0,1,589.0
30888,0,59.0,1,0,37,1,0,87,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,1.37,1,0,1,0,0,0,0,563.0
44642,1,24.0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0.37,0,1,0,0,0,0,0,434.0
50696,1,34.0,2,0,4,2,0,35,0,0,8,1,0,0,0,1,0,0,0,0,0,1,0,0.47,1,0,1,0,1,0,0,438.0
5024,0,24.0,5,4,46,5,0,61,0,0,11,1,1,1,1,0,2,0,0,0,0,0,0,0.5700000000000001,1,0,0,1,0,0,0,494.0
15530,0,28.0,0,0,8,0,0,19,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0.23,0,0,1,0,0,1,0,599.0
14821,0,28.0,0,0,3,0,0,64,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0.5700000000000001,0,1,0,0,0,0,0,566.0
22556,0,35.0,1,1,84,1,0,242,0,0,44,1,1,1,1,0,2,0,0,0,0,0,0,2.0,1,1,0,1,0,0,0,586.0
33727,1,31.0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0.13,0,0,1,0,0,0,0,537.0
15746,0,35.0,5,1,69,5,0,141,0,0,22,1,1,1,0,1,0,0,0,0,0,0,0,1.6,1,0,1,1,0,0,0,543.0
4894,0,22.0,0,0,45,0,0,129,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,1.13,1,0,1,0,0,1,0,464.0
54724,1,23.0,0,0,0,0,0,25,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,1,547.0
41991,0,21.0,0,0,0,0,0,49,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0.97,0,1,0,0,0,0,0,556.0
13632,0,39.0,49,0,60,49,0,259,0,0,10,1,1,1,0,1,2,0,0,0,0,0,0,1.93,1,1,0,0,1,0,0,602.0
46671,0,26.0,0,0,45,0,0,86,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0.97,0,0,1,0,0,0,0,573.0
34834,0,24.0,0,0,0,0,1,213,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,2.2,0,1,0,0,1,0,0,610.0
12246,0,34.0,1,1,110,1,0,209,0,0,23,1,1,1,0,1,2,0,0,0,0,0,0,1.33,1,1,0,0,0,1,0,475.0
25465,0,37.0,0,0,0,0,0,73,0,0,8,1,0,0,1,1,2,0,0,0,0,0,0,1.3,0,1,0,0,0,0,0,572.0
55894,0,38.0,1,0,25,1,0,72,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,0,572.0
50753,0,32.0,8,0,67,7,0,123,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,1.03,1,1,0,0,0,0,0,572.0
37785,0,28.0,0,0,35,0,0,80,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0.95,1,1,0,0,0,0,0,542.0
25153,0,23.0,9,0,182,9,0,217,0,0,30,1,1,1,0,1,2,0,0,0,0,1,0,1.87,1,0,1,0,0,1,0,568.0
31330,1,38.0,3,1,45,3,0,124,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.33,0,0,1,0,0,1,0,570.0
55716,0,32.0,0,0,14,0,0,21,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0.83,0,1,0,0,0,1,0,620.0
10976,0,42.0,19,0,22,19,0,71,0,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,1,0,495.0
61281,0,31.0,0,0,10,0,0,10,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0.1699999999999999,0,0,1,0,1,0,0,594.0
28957,0,26.0,0,0,77,0,0,148,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,1.17,1,1,0,0,0,1,0,528.0
9206,0,40.0,0,0,0,0,0,273,0,0,22,1,0,0,0,1,0,0,0,0,0,0,0,2.2,0,0,0,0,0,1,0,620.0
26033,1,30.0,0,0,24,0,0,69,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0.83,0,0,1,0,0,0,1,422.0
28011,1,24.0,3,0,0,3,0,43,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0.8,0,0,1,0,0,0,0,502.0
22147,0,25.0,0,0,23,0,0,25,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0,1,0,0,1,0,562.0
37456,0,45.0,0,0,95,0,0,148,0,0,2,1,1,1,0,1,2,0,0,0,0,0,0,1.23,0,0,1,1,0,0,0,515.0
13485,1,37.0,0,0,0,0,0,83,0,0,10,1,1,1,0,1,0,0,0,0,0,0,0,1.2,0,1,0,0,0,0,0,506.0
8785,0,45.0,44,2,53,44,0,216,0,0,36,1,0,0,0,1,2,0,0,0,0,0,0,1.4300000000000002,1,1,0,0,0,1,0,533.0
20743,1,22.0,0,0,1,0,0,92,0,0,10,1,0,0,0,1,2,0,0,0,0,0,0,1.1,0,0,1,0,0,0,1,458.0
22239,1,35.0,0,0,0,0,0,35,0,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0.7,0,0,1,0,0,1,0,552.0
19025,0,51.0,0,0,0,0,0,25,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0.23,1,0,1,0,0,1,0,648.0
19355,0,31.0,6,1,114,6,0,288,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,1,0,1,0,0,512.0
22597,0,29.0,7,2,52,7,0,71,0,0,12,1,1,1,0,1,0,0,0,0,0,1,0,0.73,0,1,0,0,1,0,0,601.0
361,1,28.0,3,3,41,3,0,45,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0.53,0,1,0,1,0,0,0,443.0
25005,1,31.0,0,0,3,0,1,144,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1.4,0,1,0,0,0,0,0,535.0
42156,0,23.0,1,0,30,1,0,61,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0.8,0,0,1,0,0,0,1,517.0
18624,1,36.0,0,0,0,0,0,166,0,0,50,1,1,1,0,1,0,0,0,0,0,0,0,1.73,0,0,1,0,0,1,0,577.0
64460,1,28.0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,483.0
38769,0,34.0,0,0,64,0,0,143,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1.27,0,1,0,0,0,0,1,524.0
44231,1,26.0,0,0,2,0,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.1,1,1,0,0,1,0,0,615.0
38180,0,25.0,9,1,23,9,0,45,0,0,8,1,0,0,1,0,2,0,0,0,0,0,0,0.63,0,1,0,0,0,0,0,519.0
27581,0,25.0,0,0,44,0,0,35,0,0,7,1,1,1,0,1,0,0,0,0,0,1,0,0.6,0,1,0,0,0,1,0,574.0
19102,0,20.0,0,0,40,0,0,94,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1,0,566.0
41250,1,30.0,0,0,45,0,0,91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.63,0,0,1,0,1,0,0,553.0
41255,0,31.0,0,0,20,0,0,63,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.55,0,0,1,0,0,0,1,469.0
31008,1,41.0,0,0,0,0,0,234,2,0,11,1,1,1,0,1,0,0,0,0,0,0,0,2.13,0,0,0,1,0,0,0,548.0
49792,0,29.0,1,0,31,1,0,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.73,0,1,0,0,0,0,0,519.0
24558,1,20.0,6,2,18,6,0,40,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0.4,1,0,1,0,0,1,0,580.0
24223,0,31.0,0,0,10,0,0,26,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,500.0
33065,0,24.0,0,0,92,0,0,230,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,2.13,0,1,0,0,0,0,0,634.0
44581,0,24.0,0,0,32,0,0,92,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,0.93,0,1,0,0,0,1,0,570.0
44700,0,30.0,0,0,0,0,0,165,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1.87,0,0,1,0,0,0,0,475.0
22869,0,26.0,1,0,39,1,0,77,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,1.0699999999999998,0,1,0,0,0,1,0,678.0
61401,0,29.0,1,0,3,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.1,0,0,1,1,0,0,0,584.0
48935,0,42.0,1,0,13,1,0,32,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0.4,1,0,1,0,0,0,0,550.0
23986,1,21.0,0,0,0,0,1,49,4,0,7,1,0,0,0,1,3,0,0,0,0,0,0,0.77,0,1,0,0,0,0,0,540.0
43561,1,26.0,17,1,18,17,0,66,0,0,16,1,1,1,0,1,0,0,0,0,0,0,0,0.6,1,0,1,0,0,0,1,583.0
7950,1,38.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,507.0
60927,0,27.0,0,0,12,0,0,20,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.23,0,0,1,0,0,0,0,548.0
19922,1,42.0,0,0,0,0,1,165,0,0,21,1,1,1,1,0,0,0,0,0,0,0,0,1.93,0,0,1,0,0,0,0,570.0
34108,1,25.0,0,0,3,0,0,30,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0.83,0,0,1,0,0,0,0,587.0
4626,1,33.0,0,0,0,0,0,164,0,0,11,1,1,1,1,0,0,0,0,0,0,0,0,1.5699999999999998,0,1,0,0,0,0,1,553.0
45587,0,24.0,0,0,0,0,1,231,0,2,13,1,1,1,1,0,0,0,0,0,0,0,0,2.2,0,1,0,0,0,1,0,554.0
17343,0,28.0,0,0,25,0,0,42,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0,499.0
45256,1,30.0,0,0,0,0,0,251,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,2.27,1,1,0,0,1,0,0,470.0
64117,0,28.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.03,0,0,1,0,0,0,0,448.0
47304,0,32.0,0,0,54,0,0,95,0,0,9,1,1,1,1,0,2,0,0,0,0,1,0,0.79,0,1,0,0,0,0,1,561.0
27525,1,25.0,0,0,0,0,1,60,0,0,28,1,1,1,1,1,2,0,0,0,0,0,0,0.73,1,0,1,0,1,0,0,466.0
22314,0,35.0,1,0,101,1,0,250,0,0,9,1,1,1,0,1,2,0,0,0,0,0,0,1.97,0,0,1,0,0,0,1,598.0
33367,0,29.0,4,1,207,3,0,237,0,0,31,1,1,1,0,1,0,0,0,0,0,0,0,1.97,1,1,0,0,0,0,0,505.0
28888,0,21.0,0,0,10,0,0,49,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.67,0,1,0,0,0,0,0,520.0
57946,0,41.0,0,0,42,0,0,77,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0.77,1,0,1,0,0,0,0,478.0
60089,0,39.0,1,1,16,1,0,30,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0.2,1,0,1,0,1,0,0,520.0
27612,0,22.0,0,0,24,0,0,61,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0,1,526.0
10537,1,31.0,1,0,44,1,0,79,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0.4,1,0,0,0,0,0,1,568.0
17508,0,47.0,1,1,0,1,1,139,0,0,9,1,1,1,1,0,0,0,0,0,0,0,0,1.4,0,1,0,0,0,0,1,552.0
41209,1,21.0,0,0,0,0,0,57,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0.9,0,0,1,0,0,0,0,605.0
43847,1,35.0,7,2,20,7,0,25,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0.2,0,1,0,0,1,0,0,536.0
46409,1,23.0,0,0,0,0,0,60,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0.67,1,1,0,0,0,0,1,534.0
45649,1,41.0,0,0,0,0,0,193,0,0,4,1,1,1,0,1,2,0,0,0,0,0,0,2.1,0,0,1,0,0,1,0,579.0
57604,1,23.0,1,0,9,1,0,5,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0.03,0,0,1,0,0,1,0,519.0
23770,1,61.0,0,0,0,0,3,107,0,0,40,1,1,1,0,1,0,0,0,0,0,0,0,0.87,0,0,0,1,0,0,0,474.0
9990,0,31.0,0,0,0,0,0,74,0,0,2,1,1,1,0,1,2,0,0,0,0,0,0,1.0,0,0,1,0,0,1,0,494.0
3884,0,42.0,0,0,12,0,0,287,1,0,7,1,1,1,0,1,0,0,0,0,0,0,0,2.23,0,1,0,0,0,0,0,532.0
30896,0,27.0,0,0,97,0,0,181,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,2.17,0,1,0,0,0,0,0,522.0
54122,0,31.0,0,0,47,0,0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.5,0,0,1,0,1,0,0,422.0
51427,0,32.0,1,1,6,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.1,0,1,0,0,0,1,0,508.0
4144,0,45.0,0,0,0,0,0,172,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,2.07,0,1,0,0,0,0,0,564.0
47239,0,49.0,32,3,65,32,0,146,0,0,21,1,0,0,1,0,0,0,0,0,0,1,0,1.4,1,1,0,0,0,0,0,443.0
22468,0,35.0,0,0,68,0,0,166,0,0,8,1,1,1,0,1,2,0,0,0,0,0,0,1.3,0,1,0,0,0,0,0,683.0
65396,1,31.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.03,0,0,1,0,0,1,0,559.0
31238,0,29.0,0,0,88,0,0,190,0,0,4,1,1,1,0,1,2,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,621.0
29850,0,36.0,0,0,0,0,0,120,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.13,0,0,1,0,0,0,1,594.0
26872,0,57.0,9,2,80,9,0,214,0,0,12,1,1,1,0,1,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,1,468.0
29574,1,35.0,0,0,51,0,0,68,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0.73,1,0,1,0,1,0,0,472.0
62532,1,28.0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,648.0
67760,1,35.0,0,0,6,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0699999999999999,0,0,1,0,1,0,0,489.0
4983,0,27.0,0,0,0,0,1,134,1,0,8,1,0,0,1,0,3,0,0,0,0,0,0,1.47,0,1,0,0,0,0,0,559.0
11796,1,28.0,0,0,0,0,0,42,0,0,3,1,1,1,1,0,0,0,0,1,0,0,0,1.08,0,0,0,0,0,0,0,572.0
61736,0,45.0,0,0,9,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.3,0,0,1,1,0,0,0,554.0
33540,0,32.0,14,6,63,11,0,122,0,0,29,1,1,1,1,0,2,0,0,0,0,0,0,1.23,1,0,1,0,0,0,0,531.0
50998,1,26.0,0,0,0,0,1,186,0,0,17,1,1,1,0,1,0,0,0,0,0,1,0,0.6,0,1,0,0,0,1,0,590.0
60803,1,22.0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0.03,0,0,1,0,0,0,0,470.0
49651,1,24.0,0,0,4,0,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,586.0
18485,0,39.0,0,0,0,0,0,192,0,0,4,1,0,0,1,0,2,0,0,0,0,0,0,2.0,0,1,0,0,0,0,1,511.0
21783,0,56.0,0,0,4,0,0,11,0,0,5,1,1,1,0,1,0,0,0,0,0,1,0,0.0699999999999999,0,0,0,0,0,0,0,500.0
5218,0,27.0,0,0,0,0,0,300,0,0,53,1,1,1,1,0,0,0,0,0,0,0,0,2.23,1,1,0,0,0,0,0,552.0
40167,1,38.0,1,0,2,1,0,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0.13,1,0,0,1,0,0,0,514.0
51888,1,27.0,0,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.27,0,0,1,0,1,0,0,564.0
63569,1,54.0,4,1,4,4,0,19,0,0,6,1,0,0,0,1,2,0,0,0,0,0,0,0.23,0,0,1,0,0,0,0,486.0
49698,0,28.0,0,0,0,0,0,102,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,1.37,1,1,0,0,0,0,0,548.0
33243,0,29.0,0,0,0,0,0,256,1,0,39,1,1,1,0,1,0,0,1,0,0,0,0,2.17,0,1,0,0,0,0,1,554.0
20176,0,28.0,0,0,60,0,0,190,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1.97,0,1,0,0,1,0,0,628.0
23813,0,29.0,0,0,68,0,0,188,0,0,5,1,1,1,1,1,2,0,0,0,0,0,0,1.5,1,0,1,0,0,0,0,517.0
33143,0,31.0,0,0,30,0,0,71,0,0,13,1,1,1,0,1,0,0,0,0,0,0,0,0.8800000000000002,0,0,1,0,0,0,1,374.0
18406,0,32.0,0,0,42,0,0,122,0,0,14,1,0,0,0,1,2,0,0,0,0,1,0,1.0699999999999998,0,0,1,0,0,1,0,611.0
24409,1,27.0,0,0,0,0,0,31,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0.77,0,0,1,0,0,0,0,528.0
18278,0,36.0,1,0,17,1,0,162,0,0,27,1,1,1,0,1,0,0,0,0,0,0,0,1.7,1,1,0,0,1,0,0,604.0
20381,1,25.0,0,0,0,0,0,51,0,0,2,1,1,1,0,1,2,0,0,0,0,0,0,0.93,0,0,1,0,0,0,0,567.0
47086,0,32.0,4,2,41,4,0,134,0,0,19,1,0,0,1,1,4,0,0,1,0,0,0,1.03,0,1,0,1,0,0,0,669.0
5903,0,43.0,0,0,110,0,0,244,0,0,50,1,1,1,1,0,0,0,0,0,0,0,0,1.9,0,1,0,0,1,0,0,569.0
8537,1,23.0,0,0,0,0,0,148,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,567.0
45963,1,29.0,0,0,0,0,0,258,0,0,3,1,1,1,0,1,0,0,0,1,0,0,0,1.83,0,1,0,0,0,1,0,511.0
2864,0,35.0,0,0,66,0,0,167,0,0,6,1,0,0,0,1,2,0,0,0,0,0,0,1.63,0,1,0,0,0,0,0,515.0
7255,0,31.0,0,0,57,0,0,190,0,0,24,1,1,1,1,0,2,0,0,0,0,0,0,1.73,1,1,0,0,0,1,0,519.0
22672,1,29.0,0,0,0,0,1,154,2,3,47,1,1,1,0,1,0,0,0,0,0,1,0,1.03,1,1,0,0,0,1,0,550.0
29017,1,19.0,0,0,0,0,0,72,1,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1.0699999999999998,0,0,1,0,1,0,0,517.0
50169,1,46.0,0,0,9,0,0,22,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.3,0,0,1,0,0,1,0,528.0
31898,1,30.0,1,0,8,1,0,229,0,0,7,1,0,0,0,1,0,0,0,0,0,1,0,1.93,0,0,1,1,0,0,0,588.0
8675,0,20.0,2,0,30,2,0,204,0,0,10,1,1,1,0,1,0,0,0,0,0,0,0,1.9,1,1,0,0,0,0,0,585.0
36469,1,24.0,1,1,17,1,0,30,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1.67,0,0,1,0,0,1,0,550.0
16581,1,56.0,0,0,0,0,0,247,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,2.07,1,0,1,1,0,0,0,562.0
64098,0,28.0,0,0,0,0,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,545.0
50521,0,20.0,0,0,71,0,0,161,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.4300000000000002,1,1,0,0,0,0,0,541.0
10126,0,23.0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.13,0,0,1,0,0,0,0,605.0
13128,1,28.0,2,0,16,2,0,100,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,503.0
21741,0,41.0,0,0,0,0,0,203,0,0,20,1,1,1,1,0,0,0,0,0,0,0,0,2.17,0,0,1,0,0,0,0,488.0
8365,0,34.0,1,0,57,1,0,135,0,0,15,1,0,0,0,1,2,0,0,0,0,1,0,1.13,1,0,1,0,0,0,0,485.0
62910,1,26.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0699999999999999,0,1,0,0,0,0,0,509.0
57637,1,29.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0699999999999999,0,0,1,0,0,0,0,536.0
25679,1,30.0,0,0,0,0,1,152,0,0,13,1,1,1,1,0,0,0,0,0,0,0,0,1.87,0,1,0,0,0,0,0,574.0
1256,1,27.0,0,0,11,0,0,47,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0.6,0,1,0,0,0,0,0,427.0
49621,0,27.0,0,0,46,0,0,80,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0.83,1,1,0,0,0,0,0,605.0
38893,1,43.0,3,0,84,3,0,144,0,0,14,1,1,1,1,0,2,0,0,0,0,0,0,0.63,1,1,0,0,0,0,0,506.0
21402,0,19.0,0,0,50,0,0,125,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0.9,1,1,0,0,0,0,0,550.0
28939,1,23.0,0,0,0,0,0,169,0,0,9,1,1,1,0,1,0,0,0,0,0,0,0,2.17,0,1,0,0,0,0,0,511.0
27165,0,26.0,34,6,249,34,0,304,0,0,63,1,1,1,1,0,0,0,0,0,0,0,0,2.23,1,1,0,0,0,0,1,501.0
68759,1,29.0,2,0,9,2,0,23,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,1,0,0,528.0
24590,0,27.0,0,0,20,0,0,36,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0.63,0,0,1,0,0,1,0,564.0
27503,0,34.0,0,0,75,0,0,254,0,0,30,1,1,1,0,1,0,0,0,0,0,0,0,2.1,0,1,0,0,0,1,0,604.0
43818,0,43.0,0,0,0,0,0,109,0,0,10,1,1,1,0,1,3,0,0,0,0,0,0,1.5,0,0,0,0,1,0,0,550.0
63711,0,31.0,0,0,2,0,0,7,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0.0699999999999999,0,0,1,0,1,0,0,592.0
18418,0,25.0,3,0,0,3,2,295,1,0,90,1,1,1,1,0,2,0,0,0,0,1,0,2.33,1,1,0,0,0,1,0,646.0
39247,0,38.0,0,0,191,0,0,289,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,2.23,0,1,0,0,0,1,0,535.0
12021,0,38.0,12,8,114,10,0,190,0,0,23,1,0,0,0,1,0,0,0,0,0,0,0,1.37,1,1,0,0,0,0,0,449.0
1259,1,48.0,0,0,0,0,1,178,0,0,39,1,1,1,1,0,0,0,0,0,0,0,0,1.2,1,0,0,0,0,0,0,478.0
19305,1,22.0,0,0,4,0,0,85,0,0,20,1,1,1,0,1,0,0,0,1,0,0,0,1.47,0,1,0,0,0,0,0,550.0
26523,1,28.0,0,0,57,0,0,140,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,1.3,1,0,0,0,0,0,0,547.0
16275,1,21.0,0,0,13,0,0,98,0,0,6,1,1,1,0,1,0,0,0,0,0,1,1,0.83,0,1,0,0,0,0,0,544.0
38044,1,26.0,0,0,54,0,0,210,0,0,18,1,1,1,0,1,0,0,0,0,0,1,0,1.97,1,1,0,0,0,0,0,529.0
5347,0,36.0,18,1,115,18,0,237,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,586.0
16233,0,28.0,13,5,26,13,0,43,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0.67,0,0,1,0,0,0,0,620.0
35533,1,20.0,0,0,2,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1,0,1,0,0,1,0,626.0
13119,0,22.0,0,0,45,0,0,86,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1.1,0,0,1,0,0,1,0,622.0
12891,1,53.0,38,0,78,38,0,194,0,0,20,1,1,1,0,1,3,0,0,0,0,0,0,1.8,1,1,0,1,0,0,0,553.0
31470,0,32.0,26,1,65,26,0,200,0,0,14,1,1,1,1,0,2,0,0,0,0,1,0,1.0699999999999998,1,0,1,0,1,0,0,476.0
34598,1,25.0,0,0,0,0,0,86,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,1.67,0,1,0,0,0,1,0,515.0
62598,1,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,0,589.0
50756,1,22.0,0,0,34,0,0,85,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0.9,0,0,1,0,1,0,0,569.0
2955,0,38.0,18,0,61,18,0,122,0,0,19,1,1,1,0,1,3,0,0,0,0,0,0,1.3,1,1,0,1,0,0,0,489.0
13587,0,33.0,4,2,67,4,0,200,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1.4300000000000002,0,0,0,0,1,0,0,639.0
20994,0,54.0,5,0,0,5,0,296,0,0,50,1,1,1,1,0,0,0,0,0,0,0,0,2.17,0,1,0,0,0,0,1,465.0
38314,0,40.0,0,0,0,0,0,6,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,515.0
